customer_id,annos,capture_date,rma_creation_date,marketplace_id,abuse_type,order_id,from_broken_glass_mo,order_datetime,condition,ord_tot,bctry_cd,cctry_cd,sctry_cd,ictry_cd,c_emaildomain,paymeth,gls,asins,avs,isfba,hasprime,seg,fastlane,scid,comp_dayob,numitem,fingerprint,vlr,cluster_afn_order_count_03m,cluster_afn_order_count_12m,cluster_afn_order_amount_03m,cluster_afn_order_amount_12m,customer_mfn_order_count_03m,customer_mfn_order_count_12m,customer_mfn_order_amount_03m,customer_mfn_order_amount_12m,customer_mfn_si_12m,customer_mfn_si_03m,cluster_sins_03m,status,unique_id,report_generation_date
8.26941E+11,"ARM QUEUING: Please evaluate the accounts for TT/D88315099, TT/D88315249, TT/D88321429",10/28/2024 0:00,10/29/2024,35691,DNR,407-6481060-0965945,N,10/28/2024 17:59,4,578.54,IT,PL,IT,IT,OGARNIJ.SE,CC,"23,107,200,267","B08VDP4Y3S,B0BQN7KCVV,B0BTJ8ZXG5,B0BTJ9WHL9,B0BTJCRW9L,B0BTJD6LCL,B0C4LPY2H5,B0CKSY5CDJ,B0CQKD5N9X,B0CVF78775,B0CZRR9FWS,B0CZRRYD1H,B0CZRS76JR,B0D6YS25GB,B0DBH3NX5M,B0DFLQDSTL",I8,1,0,1,1,7.83211E+11,0,16,mEM3aKMh8r8AWipdphFlVg==,0,,,,0,,,,,0,0,,A,dacaeaaa2bccf67d670e45d740689753,10/31/2024
8.16174E+11,tt/d51010445,10/26/2024 0:00,10/29/2024,1,N/A,111-4494702-9661033,N,10/26/2024 18:49,4,33.09,US,US,US,US,HOTMAIL.COM,CC,193,B0B1PZTKQQ,,1,1,4,1,40836512605,205.09044,1,jzhDMYDbBO9/DanrGsBAsA==,0,765,2363,78738.98,207560.26,3,3,1161.95,1161.95,0,0,0,N,5d9f052db632c601458dbd1736bdf5e4,10/31/2024
8.17192E+11,ARM QUEUING: Please evaluate the accounts for TT/D124792939,10/15/2024 0:00,10/29/2024,44571,FLR,407-2522452-2243532,N,10/14/2024 9:38,4,14385,IN,,IN,IN,,COD,107,B0DGQDTMMZ,,1,0,1,1,11678510335,0,1,5Uj2QRhZPd+vRtqM+3r+wQ==,0,0,0,0,,0,0,0,,,,-1,N,fd5fb8c04f5f3ac1e47095026867b5d0,10/31/2024
8.28304E+11,tt/d131074017,10/28/2024 0:00,10/29/2024,4,N/A,028-7006458-4213930,N,10/28/2024 16:08,4,13.98,DE,DE,DE,DE,WEB.DE,CC,74,B0CL8L6Z4Q,,1,0,8,1,10,0,1,f/rjvd50vjGcfs2bqJRJZg==,0,,,,0,,,,,0,0,,N,516c6a1adf3d43732bd2578a20ad76f6,10/31/2024
8.0319E+11,tt/d98426315,10/26/2024 0:00,10/29/2024,4,N/A,306-8067991-3142721,N,10/26/2024 14:48,4,25.08,DE,DE,DE,,GMAIL.COM,CC,23,B07Q26RYPN,,1,1,8,1,8.68074E+11,29.098302,1,,0,,,,2285.67,,,,,0,0,,N,ef780bd08573c24a44f5c171aa3c3253,10/31/2024
7.9691E+11,ARM QUEUING: Please evaluate the accounts for TT/D118055978,10/14/2024 0:00,10/29/2024,44571,MDR/FLR,404-3833730-8115520,N,10/14/2024 11:09,4,43039,IN,,IN,IN,GMAIL.COM,UnifiedPaymentsInterface,107,B0CQYNM3ZF,,1,0,1,1,18996301935,0,1,DdvaB8+iZPM6ZiR7FkBrbg==,0,0,0,0,,0,0,0,,,,-1,N,714345267c7e9d4d1e1cb635d0ad1693,10/31/2024
4.7035E+11,tt/d141997345,10/22/2024 0:00,10/29/2024,7,N/A,702-1717798-1508231,N,10/22/2024 19:40,4,169.53,CA,CA,CA,,GMAIL.COM,CC,"79,147","B08Z6X4NK3,B0CKZ5PJZD",,1,1,4,1,13,913.094862,2,E3e7GdbDsGdDm5VK/Mh2bw==,0,,,,6114.62,,,,159.2,0.730025,1,,N,e1dc082eba3eae7baa8e056c89084d52,10/31/2024
8.27671E+11,tt/d96696746,10/27/2024 0:00,10/29/2024,338801,N/A,405-0174908-1408323,N,10/27/2024 21:29,4,509,AE,AE,AE,,,CC,107,B09KMLKDZL,-1,1,0,3,1,98294063212,0,1,ptaYZM0prmNQ0+Nz/TguBQ==,0,22,55,31379.21,40531.11,0,0,0,0,0,0,0,N,02c28fa08e4578d84253d08b96b66389,10/31/2024
8.18299E+11,tt/d109033057,10/15/2024 0:00,10/29/2024,3,N/A,202-2375055-5861134,N,10/15/2024 16:05,4,2.62,GB,GB,GB,GB,GMAIL.COM,CC,328,B0B3MX66Z9,,1,1,3,1,1131483403,0,1,mEM3aKMh8r8AWipdphFlVg==,0,,,,80.31,,,,,0,0,,N,890fa6925e0d438e98fe57b66ac38b80,10/31/2024
8.27615E+11,ARM QUEUING: Please evaluate the accounts for TT/P126714332,10/28/2024 0:00,10/29/2024,35691,DNR/MDR,407-8664658-9065152,N,10/27/2024 20:10,4,40.99,IT,PL,IT,PL,WP.PL,CC,21,B0BV7D6TY4,,1,1,3,1,755690533,0,1,mXn2cdJR5t+bk1ETZP27pw==,0,,,,0,,,,,0,0,,N,ab441917816a10521d2586f4cf6114a1,10/31/2024
8.22532E+11,ARM QUEUING: Please evaluate the accounts for TT/D124792939,10/25/2024 0:00,10/29/2024,44571,FLR,404-6051130-3741114,N,10/24/2024 16:44,4,10429,IN,,IN,IN,,COD,147,B0C7CN22KD,,1,0,1,1,4.93644E+11,3.799294,1,SnASsukeEYGONWoYP1Zpcg==,0,,,,,,,,,,,,N,d8350c23c2e112864b839792b424014e,10/31/2024
